"Graded.Index"	"Peak.Current"	"SS.Current"	"Branch.Number"	"SGN.Type"	"Spike.Type"	"MP.Classification"	"Age"	"CDR"	"AP.Latency.threshold"	"AHP.tau"	"Current.Threshold"	"Voltage.Threshold"	"Vm"	"AP.Height"	"Rin"	"ss.30"	"ss.max"	"g.30"	"gmax"	"Vmid"	"g30.gmax"	"Outward.inactivation.tau"	"AP.Latency"
"110"	0.460818169	NA	NA	NA	""	"Graded"	""	7	NA	13.3	NA	70.73351954	-44.61670022	-46.75293073	27.58789124	0.376493423	455.9326172	3311.157227	7.96388851	24.14260916	-8.732233374	0.329868593	221.72	14.1
"111"	NA	NA	NA	NA	""	"Graded"	""	9	NA	NA	NA	70.2	NA	-65.7	NA	NA	1229.248047	6370.849609	21.4715816	46.4517151	-19.6035193	0.46223442	NA	8.1
"112"	0.358733905	2803.3	2113.6	4	"Type I"	"Graded"	"P"	6	-0.15	23.7	NA	60.69862227	-41.96167086	-58.59375131	21.33178759	0.320743679	380.859375	2281.494141	6.652565502	16.6350365	-11.04964927	0.399912889	59.83	15.4
"113"	3.179739248	3270	3167	5	"Type I"	"Transient"	"M"	6	0.29	18.5	18.67	50.46242867	-41.41235444	-61.64550919	50.81176871	0.498420155	349.1210938	4251.708984	6.098185044	31.00044524	3.767187636	0.196712821	260.89	17.6
"114"	NA	NA	NA	NA	""	"Graded"	""	5	NA	NA	NA	NA	NA	NA	NA	NA	181.2744141	1006.469727	3.166365311	7.338463134	-14.19574458	0.431475263	51.7	NA
"115"	2.918972816	NA	NA	NA	""	"Transient"	""	5	NA	25.5	11.1	30.38593223	-37.62817467	-54.22973754	43.70117285	0.484252033	203.2470703	3012.695313	3.550167167	21.96643665	9.288614905	0.1616178	NA	NA
"116"	0.820194682	NA	NA	NA	""	"Graded"	""	3	NA	29.1	NA	30.58220213	NA	-53.92456175	23.59008842	0.997112879	92.7734375	1221.313477	1.620496725	8.904951323	-1.162703098	0.181977045	136.15	NA
"117"	0.657998048	NA	NA	NA	"Type I"	"Graded"	"M"	3	NA	33.9	NA	20.21651826	NA	-54.35180786	17.97485392	0.599092636	274.0478516	1513.671875	4.786862036	11.03662133	-12.36941408	0.433725313	49.07	16.8
"118"	0.579780056	2358	2091	6	"Type I"	"Graded"	"M"	4	0.028	20.1	NA	70.66338895	-55.81665164	-56.85424932	27.46582093	0.340130721	319.2138672	2489.013672	5.575788073	18.14812169	-7.787419507	0.30723775	127.76	18.8
"119"	2.743829809	1980	1668	6	"Type I"	"Intermediate"	"M"	4	0	22.8	28.24	40.70518151	-33.44726637	-55.60302859	46.53930768	0.423253965	314.3310547	2517.089844	5.490498772	18.35283321	-6.192703023	0.299163552	NA	22
"120"	1.331717857	3936.2	3665	7	"Type I"	"Graded"	"M"	4	0.2	10	NA	70.46448616	-38.81836024	-42.69409275	16.9982914	0.115706701	557.8613281	5186.157227	9.744302675	37.81377881	6.10742654	0.257691852	NA	9.5
"121"	4.898305427	4229	3623	6	"Type I"	"Transient"	"M"	3	0.26	10.4	8.55	70.65525093	-59.26513804	-63.69018697	69.27490389	0.483004281	651.8554688	4879.760742	11.38612172	35.57975304	-6.889039805	0.320016885	257.45	9.3
"122"	NA	NA	NA	NA	""	""	""	3	NA	15.2	NA	NA	NA	NA	NA	NA	139.71	1746.58	NA	NA	NA	NA	NA	NA
"123"	1.835827344	4853	4296.9	2	"Type I"	"Transient"	"M"	6	0.29	7.1	8.78	100.9796693	-56.15234501	-63.41552876	44.46411232	0.183442544	869.140625	6138.916016	15.18149563	44.76061989	2.254614218	0.339170808	180.38	6.1
"124"	NA	NA	NA	NA	"Type I"	""	"M"	9	NA	9	NA	NA	NA	NA	NA	NA	230.103	3394.17	4.09	21.58	NA	0.18952734	NA	NA
"125"	NA	NA	NA	NA	""	""	""	6	NA	9.6	NA	NA	NA	NA	NA	0.38	407.72	6628.42	7.1	42.15	NA	0.168446026	NA	NA
"126"	NA	NA	NA	NA	""	""	""	6	NA	8.9	NA	NA	NA	NA	NA	0.34	446.77	4202.88	7.79	26.72	NA	0.291541916	NA	NA
"127"	0.15	3272	2871.7	NA	"Type I"	"Graded"	"P"	6	-0.15	22.7	NA	80	-44.04	-49.9	16.17	0.21	612.7929688	3723.754883	10.70380731	27.15097852	-14.91735602	0.394232838	167.97	22.7
"128"	0.22	2376	1938	NA	"Type I"	"Graded"	"P"	6	-0.14	20.1	NA	50	-45.75	-52.98	9.19	0.22	472.4121094	2896.728516	8.251739902	21.12088905	-11.23454536	0.390690936	NA	20.1
"129"	0.516955436	3991.7	3391.7	3	"Type I"	"Graded"	"P"	7	-0.137	17.5	NA	70.47573578	-55.63354617	-58.44116342	23.13232474	0.262517038	461.4257813	4849.243164	8.059838974	35.35724051	22.70661653	0.227954412	155.46	16.5
"130"	NA	NA	NA	NA	"Type I"	""	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"131"	3.600423831	NA	NA	NA	""	"Intermediate"	""	5	NA	14.7	16.89	30.48670007	-39.09301845	-52.39868281	53.03955197	0.578916452	316.7724609	4310.302734	5.533143422	31.42766929	23.45396006	0.176059617	NA	10.3
"132"	0.424979793	NA	NA	NA	""	"Graded"	""	5	NA	15.5	NA	80.70163717	-44.12841896	-47.57690536	23.77319389	0.269410939	671.3867188	2130.737305	11.72727893	15.53582462	-25.24010313	0.754853972	117.67	16.1
"133"	2.528851946	1531	1331	2	"Type I"	"Transient"	"M"	6	0.22	19.3	17.39	40.51513479	-27.74047914	-53.55835081	44.55566506	0.856972068	277.7099609	1992.797852	4.850829012	14.530068	-1.729224511	0.333847647	72.84	13.2
"134"	1.832629832	1504.5	1313.5	3	"Type I"	"Intermediate"	"P"	6	-0.1	15.5	10.81	50.51317162	-60.08911267	-66.00952296	44.15893653	0.374668172	354.0039063	1959.228516	6.183474345	14.28530422	-15.01399753	0.432855629	NA	16.1
"135"	0.569439865	1233	1072.4	5	"Type I"	"Graded"	"M"	3	0.18	19.9	NA	30.36080011	-31.8	-52.42920039	20.62988327	0.408785671	441.8945313	1447.753906	7.718681769	10.55599427	-24.62669272	0.731213145	207.82	14.1
"136"	1.328156043	2630.6	1922	11	"Type I"	"Graded"	"P"	3	-0.32	26	NA	50.69723449	-45.89843853	-50.90332145	70.15991368	0.988941216	433.9599609	2415.771484	7.580086654	17.61409162	-13.40828858	0.430342184	75.62	25
"137"	0.427055107	NA	NA	NA	""	"Graded"	""	4	NA	34.1	NA	20.391007	NA	-49.40796009	13.03100615	0.337442565	455.9326172	1121.21582	7.96388851	8.175110235	-29.12982793	0.974162829	129.55	26.46
"138"	0.3	604	393	NA	"Type II"	"Graded"	"T"	7	NA	30.7	NA	80	NA	-37	NA	0.75	93.99414063	469.3603516	1.64181905	3.422242662	-43.04806888	0.479749454	73.46	27.8
"139"	0.675206375	1866	1014	NA	"Type II"	"Graded"	"T"	3	NA	18.4	NA	60.90159407	-53.1311047	-57.92236458	39.97802824	0.759575569	295.4101563	1730.34668	5.160002729	12.61646027	-13.48586867	0.408989734	100.75	15.3
"140"	0.455261531	965	534	NA	"Type II"	"Graded"	"T"	3	NA	18.3	NA	50.73983943	NA	-49.95727651	19.34814496	0.330811786	144.6533203	601.1962891	2.526695551	4.383496778	-27.82915668	0.576410952	59.43	17.3
"141"	0.545322031	1012	819.7	NA	"Type II"	"Graded"	"T"	7	NA	39.2	NA	30.36343299	NA	-49.71313588	18.92089886	0.520339969	180.0537109	1029.663086	3.145042986	7.507572655	-13.88190143	0.418916091	102.74	19.2
"142"	0.236498554	2235	2064.8	NA	"Type I"	"Graded"	"M"	7	NA	46.6	NA	30.3165197	NA	-53.00903439	8.270263857	0.173828188	508.4228516	2952.270508	8.880748499	21.52586184	NA	0.412561809	NA	10.4
"143"	NA	NA	NA	NA	"Type I"	""	"M"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"144"	0.58048488	1595	1200	NA	"Type I"	"Graded"	"P"	4	0	18	NA	70.84410088	-44.95239358	-45.77636821	27.55737366	0.444273927	293.5791016	1246.948242	5.128019241	9.091861846	-19.31113687	0.564023005	60.43	17
"145"	0.49190744	746	524	NA	"Type II"	"Graded"	"T"	4	NA	21.7	NA	111.2151448	-36.01074299	-42.51098728	50.47607535	0.565809064	128.7841797	631.1035156	2.249505322	4.601559055	-21.84099824	0.48885721	79.17	22.9
"146"	0.298080123	NA	NA	2	"Type I"	"Graded"	"P"	8	-0.1	19.1	NA	40.56515968	-52.52075313	-61.18774551	11.71875026	0.271580678	422.3632813	2698.974609	7.377524563	19.67900787	-7.411407184	0.374893115	52.51	16.4
"147"	NA	NA	NA	NA	""	""	""	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"148"	0.156	NA	NA	NA	""	"Graded"	""	6	-0.1	10	10.45	NA	NA	-59.5	NA	0.237	419.3	5105.6	7.32	32.46	NA	0.225508318	254.1	NA
"149"	2.31	NA	NA	NA	""	"Transient"	""	9	NA	7.5	20.03	60	-46.23	-68.9	35.37	0.709	278.9307	5148.9	4.8722	80.2409	-1.3347	0.060719658	164.74	NA
"150"	1.9	NA	NA	NA	""	"Intermediate"	""	4	NA	28.4	20.38	35	-41.5	-58.1	30.85	0.672	96.4	3184.2	1.68	20.25	NA	0.082962963	308.9	NA
"151"	3.4	NA	NA	NA	""	"Transient"	""	4	NA	14.1	12.92	55	-44.7	-65.98	40.47	0.361	148.3	3621.8	2.58	23	NA	0.112173913	72.25	NA
"152"	NA	NA	NA	NA	""	"Transient"	""	5	NA	12.9	11.73	NA	-47.12	-59.63	23.28	1.83	NA	NA	NA	NA	NA	NA	NA	NA
"153"	NA	NA	NA	NA	""	"Graded"	""	5	NA	NA	NA	NA	NA	NA	NA	0.179	90.3	2835.1	1.57	18	NA	0.087222222	292.13	NA
"154"	NA	NA	NA	NA	""	"Transient"	""	5	NA	14.4	16.16	20	-50	-61.49	31.71	1.36	103.1	1358.6	1.79	8.62	NA	0.207656613	NA	NA
"155"	10.4	NA	NA	NA	""	"Transient"	""	5	NA	23.2	20.42	30	-41.6	-67.26	69.09	0.8	101.3	2859.5	1.76	18.15	NA	0.096969697	185.8	NA
"156"	3.7	NA	NA	NA	"Type II"	"Intermediate"	"T"	6	NA	34.4	81.7	25	-41.99	-62.38	38.09	1.6	68.4	1859.1	1.19	11.8	NA	0.100847458	78.78	NA
"157"	NA	NA	NA	NA	""	""	""	7	NA	NA	NA	NA	NA	NA	NA	NA	199.6	2108.8	3.47	13.39	NA	0.259148618	NA	NA
"158"	NA	NA	NA	NA	""	""	""	7	NA	NA	NA	NA	NA	NA	NA	0.557	267.9	4972.5	4.66	31.57	NA	0.147608489	NA	NA
"159"	NA	NA	NA	NA	""	""	""	7	NA	NA	NA	NA	NA	NA	NA	0.91	65.9	5974.1	1.15	37.93	NA	0.030319009	NA	NA
"160"	6.88	NA	NA	NA	""	"Transient"	""	7	NA	18.9	15.14	30.5	-48.9	-67.3	50.42	1.29	216.7	4293.2	3.77	27.28	NA	0.138196481	NA	NA
